PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0cpOn,2r5/2Pr1k1p/2R2pp1/pN6/P4P2/8/6PP/6K1 b - - 2 41,d7e7 b5d6 f7f8 d6c8,728,96,91,790,crushing endgame fork master short,https://lichess.org/Nbd6vlwH/black#82,
0cpPq,8/p5pk/2p1p3/P1Pb3r/3B1Pqp/6P1/5Q1P/4R1K1 w - - 2 47,e1e5 h4g3 e5h5 g4h5 f2g3 h5d1,2181,75,97,215,crushing endgame long master,https://lichess.org/AeuB6ZyS#93,
0cpQL,4k3/6pp/3P4/5p2/r3p3/8/5PPP/3R3K w - - 1 35,d1d5 a4a1 d5d1 a1d1,609,98,76,174,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/lgqruwUk#69,
0cpQv,5b2/5Pk1/p1rpN1p1/1p6/1P2PB2/8/5KP1/8 b - - 2 48,g7f7 e6d8 f7e8 d8c6,1081,75,100,824,advantage endgame fork short,https://lichess.org/LZ6uiaXX/black#96,
0cpRA,r5k1/ppP2pp1/2n1p2p/1Q3q2/3r4/2N2bP1/PP3PBP/R4RK1 b - - 1 16,f5b5 c3b5 f3g2 b5d4,1717,76,94,2326,advantage middlegame short,https://lichess.org/HA44KH49/black#32,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
0cpSL,6k1/6pp/4pp2/1p6/3P4/1K2P3/5P1P/8 b - - 0 28,e6e5 b3b4 g8f7 b4b5,1345,353,100,3,crushing endgame pawnEndgame short,https://lichess.org/OGf5Wlmj/black#56,
0cpUN,r3r1k1/pb3p1p/1pnq1bp1/3N4/2PP4/5N1P/1P1QBPP1/RR4K1 b - - 0 19,f6d4 f3d4 c6d4 d2d4,1338,92,56,26,advantage middlegame short,https://lichess.org/C4P7ZIOk/black#38,
0cpYL,1r6/1P3pk1/8/K1p5/2P3pp/8/1R5P/8 b - - 0 48,g4g3 h2g3 h4g3 b2b3,2819,112,89,579,crushing endgame rookEndgame short,https://lichess.org/SxwUuUP1/black#96,
0cpdR,8/6R1/3P4/4K3/7k/8/6np/8 b - - 0 72,h2h1q g7h7 h4g3 h7h1,991,86,95,1315,crushing endgame short skewer,https://lichess.org/CriPIfsp/black#144,
0cpdb,8/2q5/5k2/4R1p1/p4p2/4R2P/1P3P1K/8 w - - 2 65,e3e4 c7e5 e4e5 f6e5,1119,206,43,9,crushing endgame master queenRookEndgame short,https://lichess.org/4W1aHwyw#129,
0cpeu,r4rk1/3q1pp1/p2p3p/3N1Rb1/2p1P3/2P5/PPQ3PP/R5K1 w - - 3 24,d5b6 g5e3 g1h1 e3b6,1400,85,73,40,advantage fork middlegame short,https://lichess.org/hVAwr5mu#47,
0cpfh,5rk1/1b3rpp/p7/3P4/P2Qp2q/4R3/1P4PP/4RBK1 w - - 1 24,f1c4 h4f2 g1h1 f2f1 c4f1 f7f1 e1f1 f8f1,1762,81,85,543,backRankMate mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/QdpGxjaS#47,
0cpjQ,7r/4nqk1/p5p1/1p1pp1Q1/2r1P3/2P2PP1/PP4K1/R6R b - - 3 38,f7f6 g5f6 g7f6 h1h8,1292,78,90,2221,advantage middlegame short,https://lichess.org/OX2W7Hvs/black#76,
0cplT,1rqbr1k1/3b1p2/2pp1n1Q/p1p1p1NN/2P1P3/P2P3P/1P3PP1/R4RK1 b - - 4 21,f6h5 h6h7 g8f8 h7f7,1031,75,100,451,fork mate mateIn2 middlegame short,https://lichess.org/AjddMZu0/black#42,
0cplu,6R1/5p2/1P2nk2/7p/6pK/4P3/5P1P/6r1 b - - 1 40,g1h1 b6b7 h1b1 b7b8q b1b8 g8b8,1606,76,96,15029,advancedPawn crushing endgame long promotion,https://lichess.org/wWqPsocZ/black#80,
0cpmr,1r4rk/p2b2p1/1q2ppQp/8/3p4/PP5R/2P1NPPP/R5K1 b - - 3 26,e6e5 h3h6 g7h6 g6h6,1003,77,100,751,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/McVejC6k/black#52,
0cpsK,r2q1b1r/pppk2pp/2n1Bn2/6N1/6b1/1Q2P3/PP1P1PPP/RNB1K2R b KQ - 0 8,g4e6 b3e6,886,77,100,390,mate mateIn1 oneMove opening,https://lichess.org/orgJYdmh/black#16,English_Opening English_Opening_Anglo-Scandinavian_Defense
0cptK,8/2p2k2/4p1p1/8/3r1PP1/1P6/RK6/8 w - - 0 33,f4f5 d4d2 b2b1 d2a2 f5e6 f7e6,1375,75,96,2303,crushing endgame long rookEndgame,https://lichess.org/MKxjBs08#65,
0cpyW,1q1r3r/Nb1kbp2/1p2p3/3pPn2/1P3P2/2Q5/P1PB2PP/2KR1B1R b - - 0 19,b8a7 f1b5 b7c6 c3c6,991,157,54,7,mate mateIn2 middlegame short,https://lichess.org/sLLCgq3s/black#38,
0cqCF,r6r/p4pk1/3p1n2/1Np4q/4PBp1/1P1P1pPb/1PPQ1R2/R5K1 w - - 1 24,b5d6 h3g2 f2g2 h5h1 g1f2 h1g2,1676,77,94,980,advantage attraction clearance exposedKing kingsideAttack long middlegame quietMove sacrifice,https://lichess.org/gnbLvhiR#47,
0cqHn,kn1r4/1pRnR3/pP1P1p2/P2q1p2/Q4B2/6Pp/5P1P/6K1 w - - 0 37,c7d7 d5g2,1502,86,88,1727,mate mateIn1 middlegame oneMove,https://lichess.org/0xQcUKET#73,
0cqIE,rn1qr3/5pbk/p2p4/2pPp1pp/2P1Pn2/4B1N1/P4PPP/1RQ1NRK1 w - - 0 22,g3f5 f4e2 g1h1 e2c1,727,93,96,2530,crushing fork middlegame short,https://lichess.org/JfLjkmBj#43,
0cqIa,3Q3r/6pk/1n3p2/qB2N3/3pP2B/8/PP3PPP/6K1 w - - 1 28,d8c7 h8c8 c7f7 c8c1 b5f1 a5e5 h4f6 e5f6,2234,83,78,47,advantage middlegame veryLong,https://lichess.org/bpXYCko4#55,
0cqKO,r7/6kp/3Pp1p1/2PnN3/1P6/8/1p2NPPP/r2R1RK1 w - - 3 28,d6d7 a1d1 f1d1 a8a1 h2h4 a1d1,1531,78,92,398,advantage attraction clearance long middlegame,https://lichess.org/t6n7vhIa#55,
0cqOF,1R6/5rpk/8/8/1p2Q3/2q4P/6PK/8 b - - 5 41,g7g6 e4h4 h7g7 h4h8,1051,77,100,84,endgame mate mateIn2 short,https://lichess.org/7XYEHVtv/black#82,
0cqOj,3rk2r/ppp5/4pB2/2q1Pn2/6pP/2P5/PP2Q1P1/RN2K2R w KQk - 1 19,f6h8 f5g3 b2b4 c5b6 e2f2 d8d1 e1d1 b6f2,2265,86,78,41,advantage deflection exposedKing fork middlegame veryLong,https://lichess.org/RNcCtz4B#37,
0cqQd,2r3k1/1b3ppp/1n6/p2pPQ1P/1q1P2P1/5N2/1P3P2/1K1R3R w - - 3 28,d1c1 b6c4 c1c4 d5c4,2223,75,93,2870,advantage middlegame short,https://lichess.org/KXfqn162#55,
0cqVB,r1b1r1k1/3nnpbp/p1p3p1/1pPpq3/1P1NP3/P1N5/1B2BPPP/2RQ1RK1 w - - 1 17,e4d5 e5d4 d1d4 g7d4,1438,74,88,766,advantage master opening short,https://lichess.org/mwPd6Tlh#33,Zukertort_Opening Zukertort_Opening_Other_variations
0cqYE,5rk1/2p2pp1/Q2b3p/8/6P1/2B2q1P/1P3P2/4R1K1 w - - 3 28,e1e3 d6h2 g1f1 f3h1 f1e2 h2f4,2685,119,87,449,advantage endgame long,https://lichess.org/bbJupngh#55,
0cqZ1,r1b2r1k/1p2Npb1/p5p1/6Np/2B4P/8/PP3PP1/n1BKR3 b - - 1 17,f7f6 e7g6,1085,78,83,88,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/KGm207PV/black#34,Caro-Kann_Defense Caro-Kann_Defense_Panov_Attack
0cqb0,6k1/6bp/4p1p1/p2pP3/q2r2P1/P3Q2P/1P1R3K/8 w - - 0 36,e3d4 a4d4 d2d4 g7e5 h2g2 e5d4,895,89,92,3412,attraction capturingDefender crushing endgame fork long,https://lichess.org/uXn6Zfhm#71,
0cqeA,2r2rk1/ppb2ppp/2nqp3/2N4b/1P1Pn3/P3PNPP/4BPK1/R1BQ1R2 b - - 4 16,e4g3 c5b7 d6e7 f2g3,2111,76,93,1694,advantage middlegame short,https://lichess.org/VtXxXyuQ/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
0cqee,7r/6R1/k7/1pBK4/1P5p/3P1n2/8/5r2 b - - 1 40,h4h3 g7a7,1023,80,93,108,endgame mate mateIn1 oneMove operaMate,https://lichess.org/uoF1Ydp4/black#80,
0cqgs,r1b2rk1/pp2b1pp/1q2P3/3p4/3P1p2/1P1BB3/P5PP/R2Q1RK1 b - - 0 18,f4e3 d1h5 g7g6 d3g6 h7g6 h5g6,2391,79,90,207,crushing kingsideAttack long middlegame,https://lichess.org/pCnz3QiF/black#36,Sicilian_Defense Sicilian_Defense_Scheveningen_Variation
0cqoD,2r4Q/ppr1kpR1/4p3/7P/4b3/8/PP1Q1P2/1K6 w - - 1 29,b1a1 c7c1 d2c1 c8c1,645,93,43,41,backRankMate endgame mate mateIn2 short,https://lichess.org/l3EKPtaI#57,
0cqoO,6k1/pp3p2/6p1/4r2p/2P3nP/1P1q4/PQ3PP1/4R1K1 w - - 0 29,e1e5 d3d1 e5e1 d1e1,789,80,100,167,endgame mate mateIn2 short,https://lichess.org/CjYfPRpq#57,
0cquX,8/8/1p5p/1K3kp1/P7/8/7P/8 b - - 1 43,f5g4 b5b6 g4h3 a4a5 g5g4 a5a6 h3h2 a6a7 g4g3 a7a8q,987,81,100,86,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/xNM3TJ2k/black#86,
0cqxJ,r4rk1/pp3ppp/4b3/2bpN3/8/2P5/PP2BqPP/R2QRNK1 w - - 0 15,g1h1 f2g1,966,149,73,23,mate mateIn1 middlegame oneMove,https://lichess.org/CBpvSQJw#29,French_Defense French_Defense_Exchange_Variation
0cqyS,8/p2r1pk1/1p3np1/5p1p/1P5r/PR2PN2/3PKPP1/3R4 b - - 1 33,h4c4 f3e5 c4c2 e5d7,1096,88,79,287,advantage endgame fork master short,https://lichess.org/XWA8aCp0/black#66,
0cr7s,3q3k/6pp/8/5p2/3PpP1P/4P3/Q4K2/3r4 b - - 8 37,d8e7 a2a8 e7d8 a8d8,696,100,81,182,backRankMate endgame mate mateIn2 short,https://lichess.org/txd7MA3N/black#74,
0crA5,6rk/1p5P/5Q1b/8/p3P3/P2P4/1P1q4/1K5R b - - 0 44,g8g7 f6h6 d2h6 h1h6,2278,92,90,310,crushing endgame short,https://lichess.org/VNAQotjM/black#88,
0crBJ,r3r1k1/1p3p1p/p5p1/2n2P2/1QP5/3pR2B/P1P3PP/3n2K1 w - - 0 28,e3e8 a8e8 c2d3 c5d3 b4d2 e8e1 d2e1 d3e1,1532,75,89,362,crushing endgame veryLong,https://lichess.org/WfTQdOuO#55,
0crBv,8/K2k4/3Np2p/3pPp2/5Pp1/p1R3P1/2P4P/r7 w - - 2 37,a7b6 a1b1 d6b5 a3a2,1127,90,93,752,advancedPawn advantage endgame short,https://lichess.org/1i6dgLTY#73,
0crHc,6k1/5p1p/P5p1/8/8/8/3p1PPP/1Rr3K1 w - - 1 41,b1c1 d2c1q,667,90,68,58,advancedPawn backRankMate endgame mate mateIn1 oneMove promotion,https://lichess.org/0tMeO8JK#81,
0crIU,3bQ3/k1q4r/p2p1p2/2pPpP2/P3P3/2P5/5B2/K5R1 w - - 1 41,g1g8 c7a5 f2e1 h7h1,2506,80,80,97,crushing endgame master pin short,https://lichess.org/6csu2rqU#81,
0crJZ,8/8/pB6/P1p5/2p2kB1/1p2p1bP/1P6/3K4 w - - 3 52,d1e2 c4c3 b2c3 b3b2,1273,82,91,104,advancedPawn advantage bishopEndgame endgame short,https://lichess.org/lqpidnAj#103,
0crLT,r1b2rk1/ppp3pp/1b1p2q1/8/4N3/4PB2/PPP2PPP/R2Q1RK1 w - - 3 13,c2c4 f8f3 d1f3 c8g4 e4f6 g7f6,1750,74,89,784,advantage long middlegame pin sacrifice,https://lichess.org/RWxHVGop#25,Englund_Gambit Englund_Gambit_Other_variations
0crO9,3r4/8/6p1/3pKbR1/p2N3p/2P5/7k/8 b - - 5 61,h4h3 d4f3 h2h1 g5g1,1165,75,99,2033,arabianMate endgame mate mateIn2 short,https://lichess.org/aRwzXIeb/black#122,
0crWA,8/pp3rk1/1n5p/3pQ1p1/4Np2/1PP1q3/P6P/5R1K b - - 3 33,g7h7 e4g5 h6g5 e5e3 f4e3 f1f7,1891,75,68,84,advantage discoveredAttack endgame long,https://lichess.org/XtUh1EcJ/black#66,
0crYL,4k1r1/1pp4R/3b1p2/p3nB2/P4N2/2P5/5PP1/2K5 b - - 0 39,e5c4 f5d7 e8f8 f4e6,1151,75,95,1606,cornerMate endgame master mate mateIn2 short,https://lichess.org/0lGcjrFJ/black#78,
0craR,6k1/5pp1/1p1b3p/1P6/r2q4/3Q2P1/7P/R4R1K w - - 1 31,d3f3 a4a1 f3f7 g8h8,1808,75,82,77,crushing endgame short,https://lichess.org/17U1QHfH#61,
0craU,8/3R2pk/P2n3p/2b5/4b3/1P6/6PP/7K b - - 0 42,e4c6 d7c7 c6e8 c7c5,1369,132,88,41,advantage endgame short,https://lichess.org/MZlk9Qgh/black#84,
0crac,r1bqk2r/ppp2pp1/3p1n1p/2b5/3PP2B/8/PP1N1PPP/R2QKB1R b KQkq - 0 9,c5d4 d1a4 c8d7 a4d4,1350,77,85,254,advantage fork opening short,https://lichess.org/2Lgs7aKc/black#18,Scotch_Game Scotch_Game_Classical_Variation
0crbP,8/4Qpk1/6p1/4K2p/7P/8/8/5r2 w - - 1 71,e5e4 f1e1 e4f4 e1e7,826,84,81,93,crushing endgame queenRookEndgame short skewer,https://lichess.org/yENP35tv#141,
0crdy,1r1q1r1k/1b4pp/p2b4/3Q1p2/2B1n3/4PN2/PP3PPP/R1B2RK1 w - - 3 17,d5d3 e4c5 d3e2 b7f3 e2f3 d8h4 g2g3 h4c4,1378,280,0,3,advantage discoveredAttack middlegame veryLong,https://lichess.org/DpF8CfiX#33,Indian_Defense Indian_Defense_Anti-Nimzo-Indian
0crej,r1b2k1r/ppp1N1bp/2n3p1/2B1ppN1/2P1P3/8/PP3PPP/2KR1B1R b - - 0 13,c6e7 d1d8,1143,75,97,262,mate mateIn1 middlegame oneMove,https://lichess.org/xjYNrFeP/black#26,Modern_Defense Modern_Defense_Other_variations
0cri4,b3kb1r/5ppp/2q5/1p2Pp2/2p2P2/1PPp1N2/3P2PP/2BQ1R1K w k - 0 18,f3d4 c6g2,453,112,81,407,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/u6cm8hkm#35,Scandinavian_Defense Scandinavian_Defense_Other_variations
0crl1,r1b2rk1/1p4pp/p3p3/3p1p2/1nPPn3/NP2KN2/P3BPPP/R1R5 w - - 0 17,a3c2 f5f4,1598,77,75,420,master mate mateIn1 middlegame oneMove,https://lichess.org/BtiA8ocA#33,Zukertort_Opening Zukertort_Opening_Sicilian_Invitation
0crmU,8/4R2Q/3p3q/3Ppppk/6PP/5P1K/1r6/8 b - - 0 54,f5g4 f3g4,888,77,87,126,endgame mate mateIn1 oneMove,https://lichess.org/CceHAxzA/black#108,
0crmd,1r3r1k/p3pp1p/b5pP/2N5/2pPP1P1/2Q2P2/1P6/q1KR3R w - - 3 24,c1d2 b8b2 d2e3 b2e2 e3e2 a1c3,1249,75,96,4746,crushing discoveredAttack exposedKing long middlegame,https://lichess.org/Q6ggqrwH#47,
0crpP,1b1N2k1/6pp/8/8/1B3r2/7P/6P1/4R1K1 b - - 0 28,f4b4 e1e8,673,107,80,42,endgame mate mateIn1 oneMove,https://lichess.org/YIe7HS4d/black#56,
0crsA,1r4k1/5ppp/p3p1q1/2Pb4/3P3P/1P2QN2/5PP1/2R3K1 b - - 0 31,b8b3 e3b3 d5b3 c5c6 b3d5 c6c7,1928,78,84,40,advancedPawn advantage endgame long sacrifice,https://lichess.org/UKQvMxGj/black#62,
0crue,2r2k2/p3p2p/2r2pPN/1p6/1q1n2Q1/1PRP1P2/P2K1P2/2R5 b - - 0 31,c6c3 g6g7 f8e8 g7g8q,1796,79,95,16521,advancedPawn deflection mate mateIn2 middlegame promotion short,https://lichess.org/PxJy9sWy/black#62,
0crui,8/4bk2/6R1/3pP3/2pP1B2/p6K/1rr2P2/6R1 b - - 0 43,a3a2 e5e6 f7e8 g6g8,1744,75,92,490,crushing endgame short,https://lichess.org/23TIbfDx/black#86,
0crvw,r1bq2k1/pp1n1p2/2p1p1p1/2b5/2B3Q1/2NP1P2/PPP3PP/R4RK1 w - - 2 16,d3d4 d7e5 g4g3 c5d4,2400,86,84,74,advantage middlegame pin short,https://lichess.org/CcVYWCVj#31,Zukertort_Opening Zukertort_Opening_Tennison_Gambit
0crx2,r1bqR1k1/5pp1/p4b1p/n1Np4/Q1nP4/2PB1NB1/P5PP/6K1 b - - 9 25,d8e8 a4e8,860,91,90,753,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/gi4E9178/black#50,
0crzO,4r1k1/pp3p1p/5p2/8/3p4/P6q/BP1Q1P2/5RK1 w - - 0 24,d2d4 e8e5 d4e5 f6e5,1656,73,94,20818,advantage endgame quietMove short,https://lichess.org/0HxEX8ew#47,
0cs3E,r2q1rk1/ppp2ppp/2np1n2/2b5/2PP2b1/2N3P1/PPQ1NPBP/R1B1K2R b KQ - 0 9,f8e8 g2c6 e8e2 c3e2,2321,89,57,44,advantage opening short,https://lichess.org/msa415rg/black#18,English_Opening English_Opening_Kings_English_Variation
0cs4d,r1bq1rk1/ppp3p1/2np3p/3Np3/2B1P2N/6PP/PPP1Kb2/R2Q3R b - - 1 13,f2g3 d5f6 g8h8 h4g6,1767,96,47,22,discoveredCheck doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/FTHAEUoC/black#26,Italian_Game Italian_Game_Giuoco_Pianissimo
0cs5B,8/7k/1p6/p3K3/P7/8/8/8 b - - 1 49,b6b5 a4b5 a5a4 e5d4 a4a3 d4c3 a3a2 c3b2 a2a1q b2a1,1809,79,93,195,crushing endgame pawnEndgame veryLong,https://lichess.org/nDqcnSCC/black#98,
0cs85,r2qr1k1/pp1nb2p/2p1p1P1/6B1/3Pp2Q/3B3R/PPP4P/5R1K b - - 0 21,e7g5 h4h7,1387,165,52,47,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/jzTdbc21/black#42,
0csBa,8/7p/2p1k1p1/n3rp2/P1p1PR2/4K2P/6P1/2R5 w - - 0 40,e3d4 a5b3 d4c3 b3c1,1213,76,83,295,advantage endgame fork master masterVsMaster short,https://lichess.org/15XEfZYr#79,
0csEZ,8/1r3p2/5kp1/8/1pK1P1P1/1R3P2/8/8 w - - 3 49,b3b4 b7b4 c4b4 f6e5,1253,82,92,1191,crushing endgame rookEndgame short,https://lichess.org/1IPKRsLG#97,
0csIk,1k6/pp6/8/2q1p1pp/3n1r2/1P5P/P2Q2B1/4R2K b - - 2 35,b8c7 e1c1 c5c1 d2c1,1319,80,90,2314,crushing endgame pin short,https://lichess.org/SvthY8qG/black#70,
0csJ7,8/5R2/2pp1k1P/5p2/p2pP3/P2P4/B3K3/6q1 b - - 1 43,f6e5 f7f5,1508,85,70,656,endgame mate mateIn1 oneMove pillsburysMate,https://lichess.org/GptI6cDm/black#86,
0csJp,r5q1/ppp1n3/3b1kpr/3p1bN1/3n1P2/2N4P/PPPB1Q2/R3R1K1 b - - 1 21,d4c2 c3e4 f6g7 e4d6,2302,87,84,47,advantage middlegame short,https://lichess.org/mUxAaUTg/black#42,
0csKB,2r2r1k/pQ6/6pp/6q1/3PN3/5R2/PP3PP1/nBbK4 b - - 9 33,g5d8 f3f8 d8f8 e4f6 f8f6 b7c8,2234,84,91,1761,crushing deflection long middlegame quietMove,https://lichess.org/yDYhkXCx/black#66,
0csKH,3krr2/pb4pp/1p3n2/8/3n1B2/3P3Q/PPP2PPP/R4RK1 w - - 3 18,c2c3 d4e2 g1h1 e2f4,1162,80,57,118,advantage fork middlegame short,https://lichess.org/5fe6P3Vw#35,Scandinavian_Defense Scandinavian_Defense_Gubinsky-Melts_Defense
0csNk,1rr3k1/p3qp1p/6p1/4pb1n/2N5/1P2PQP1/P1P2P2/1K1R2NR w - - 5 21,g3g4 f5c2 b1c2 c8c4 b3c4 e5e4,2630,99,76,62,advantage attraction long middlegame queensideAttack sacrifice,https://lichess.org/g0PzciwA#41,
0csOn,4b3/4P3/pB2K3/P4p1p/2kp1P1P/8/8/8 w - - 0 54,b6d4 c4d4 e6f5 d4d5 f5f6 d5d6 f4f5 d6d7 f6g7 d7e7 f5f6 e7e6,2082,76,85,64,bishopEndgame crushing endgame veryLong,https://lichess.org/IDZtAR1d#107,
0csOv,8/7p/KP1Nk1p1/2P5/7r/8/8/8 b - - 0 43,h4b4 a6b7 e6d5 c5c6 d5c5 d6c8 h7h5 c6c7,2525,93,100,48,advancedPawn crushing endgame quietMove veryLong,https://lichess.org/LMwilfQz/black#86,
0csR7,r5k1/2p3p1/1ppp3p/4nr2/7q/P4P2/NPPQ2PP/R3R1K1 w - - 0 20,d2f2 e5f3 g2f3 f5g5 g1f1 h4h3,1837,76,60,185,crushing kingsideAttack long middlegame sacrifice,https://lichess.org/x6xXbayj#39,
0csRv,1r1R3k/1p5p/p3B1b1/6Q1/2P5/1P4p1/P4q1P/7K b - - 4 33,b8d8 g5e5 f2f6 e5f6,2037,76,93,417,endgame mate mateIn2 short,https://lichess.org/yXvO6XfA/black#66,
0csSl,7R/1p5k/2nb3q/p2Brp2/8/P2PQ2P/1P6/7K b - - 3 35,h7h8 e3h6,910,80,100,78,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/yYkgelEX/black#70,
0csT0,r4rk1/p1Bp1pp1/bp2p2p/2b5/4P1nQ/1BNP1q2/PPP2P1P/R3KR2 b Q - 0 14,c5f2 f1f2 f3f2 h4f2 g4f2 e1f2,933,82,84,113,advantage long middlegame,https://lichess.org/z5S6hEWJ/black#28,Nimzowitsch_Defense Nimzowitsch_Defense_Franco-Nimzowitsch_Variation
0csTs,r4bk1/1R2np1p/P2p2p1/2q1p3/4P3/RQ3PNP/2r3PK/5B2 w - - 2 34,b7b8 a8b8 b3b8 c5a3,1347,75,97,9947,crushing middlegame short,https://lichess.org/hRsFodKp#67,
0csU9,5rk1/1p3bp1/p2b3p/7P/6Q1/2BP2P1/qP3P2/4R1K1 b - - 1 33,a2d5 g4g7,655,104,96,426,master mate mateIn1 middlegame oneMove,https://lichess.org/tegRNwUf/black#66,
0csV2,8/ppkqb3/2p3p1/4p2p/2PrNr2/1P1PQ3/P4PPP/R4RK1 w - - 1 26,f1d1 f4e4 e3e4 d4e4,1541,75,94,10090,advantage middlegame short,https://lichess.org/Gg4DECaP#51,
0csWb,r3k1r1/p7/1p2QpP1/3p1p2/P2Pn2N/2q4P/8/4R1K1 b q - 1 36,e8f8 e6f7,1428,79,89,273,mate mateIn1 middlegame oneMove,https://lichess.org/g9oHUaff/black#72,
0csWg,r2q1rk1/ppp2ppp/1bn5/8/1P1PR1b1/1B3N2/P4PPP/R1BQ2K1 b - - 0 13,b6d4 e4d4 c6d4 d1d4 d8d4 f3d4,1944,79,87,57,advantage long opening,https://lichess.org/4c5OSzyf/black#26,Italian_Game Italian_Game_Two_Knights_Defense
0csXO,8/6N1/3R4/8/p7/1pp2K2/P1k5/8 w - - 0 51,f3e2 b3a2 g7f5 a2a1q,1141,100,71,17,advancedPawn crushing endgame promotion short,https://lichess.org/mJw5TY22#101,
0csYv,4k3/8/3K1pp1/2P5/5P1p/7P/8/8 b - - 1 59,e8d8 d6e6 g6g5 f4g5 f6g5 e6f5 d8c7 f5g5 c7c6 g5h4,2025,75,96,2758,crushing endgame pawnEndgame veryLong,https://lichess.org/ZWCVsD79/black#118,
0csd3,8/8/8/r5k1/6P1/p4K2/R7/8 b - - 4 62,g5h4 a2h2 h4g5 h2h5 g5g6 h5a5,1176,77,83,888,crushing endgame long rookEndgame skewer,https://lichess.org/bPhGount/black#124,
0cseF,5r1k/1p4pp/7Q/1P6/3p2q1/P2P2B1/5P2/R4R1K b - - 0 27,g7h6 g3e5 h8g8 f1g1,1176,75,92,223,advantage endgame pin short,https://lichess.org/ZUpqqzce/black#54,
0cskG,r3kbnr/ppp1ppp1/2n3q1/5b1p/3PQ3/2N2N2/PPP2PPP/R1B1KB1R w KQkq - 3 8,f3e5 f5e4 e5g6 e4g6,1750,76,93,1524,crushing opening short,https://lichess.org/vbEEojPO#15,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
0csky,4r1k1/ppp1qppp/3p1n2/3P2B1/3bb3/3B4/PP2R1PP/R2Q3K w - - 4 19,e2e4 f6e4 d3e4 e7e4,1280,76,85,821,crushing middlegame short,https://lichess.org/VfthQSsM#37,Italian_Game Italian_Game_Giuoco_Pianissimo
0csrd,2r3k1/p4p1p/1p4p1/8/3B4/P7/1P1n1PPP/3R2K1 w - - 0 27,d1d2 c8c1 d2d1 c1d1,520,100,78,286,backRankMate endgame mate mateIn2 short,https://lichess.org/ryZ6kWo4#53,
0csum,7r/1bk2n2/p7/1pBppp2/7p/PBPP3R/2PK1PP1/8 w - - 0 29,g2g3 f7g5 h3h4 g5f3 d2e2 f3h4,2024,93,77,41,crushing endgame fork long,https://lichess.org/9xccb8BS#57,
0csxb,r1r3k1/nQ3pp1/4p2p/2q1P3/4P3/5N2/6PP/R1R4K b - - 3 31,c5b5 c1c8 a8c8 b7a7,1739,75,95,1374,crushing middlegame short,https://lichess.org/VrdW4jP7/black#62,
0cszQ,r4r2/pp1q1p1k/2ppnQpn/8/4P3/3PR2R/PPP3PP/6K1 b - - 0 22,d7d8 h3h6 h7h6 e3h3,1317,74,74,134,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/KohaU6on/black#44,
0ct0G,r5k1/1p2b1pp/r3q3/1N2Pp2/P1P5/7P/2Q3P1/R2R2K1 w - - 0 29,b5c7 e6b6 g1h1 b6c7,1096,77,95,2724,crushing fork middlegame short,https://lichess.org/jRFrcrgi#57,
0ct0w,4r3/ppp2p1P/5R2/6Pk/8/8/Pr6/6RK b - - 2 36,e8h8 f6h6,867,95,94,742,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/UU4A74Kg/black#72,
0ct2Y,1r2k2r/5p2/3R1q2/Bp2pPp1/8/4b2P/PPP5/1K1Q3b b k - 1 25,f6f5 d6d8 b8d8 d1d8,653,98,93,296,mate mateIn2 middlegame short,https://lichess.org/968nYyfK/black#50,
0ct3K,r3k3/pp2bp1p/2pp2r1/1P6/P3P1n1/2P1B1Pq/2B1QP1P/R4RK1 w q - 1 20,b5c6 h3h2,820,76,100,299,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/IYcG2sG7#39,
0ct4N,r3k2r/2p2ppp/1bN5/p2p4/P5n1/2P3P1/1Q1BqPKP/RN3R2 w kq - 0 18,c6d4 g4e3 d2e3 e2b2,2047,77,94,13520,advantage middlegame pin short,https://lichess.org/RDHy8uKe#35,Mieses_Opening Mieses_Opening_Other_variations
0ct4n,6k1/5pp1/6qp/3pP3/1QpP4/2P3P1/6P1/6K1 w - - 1 42,b4d6 g6d6 e5d6 g8f8,1706,76,96,762,crushing defensiveMove endgame queenEndgame short,https://lichess.org/2H4j3b7Z#83,
0ct6I,8/3k3p/3P4/p4pp1/2Pp4/PP5P/5KP1/8 w - - 0 42,c4c5 g5g4 h3g4 f5g4,2323,92,90,589,advantage endgame master pawnEndgame short,https://lichess.org/XqJw3PjG#83,
